Age,BusinessTravel,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
58,Travel_Rarely,Research & Development,23,4,4,Female,3,Healthcare Representative,Married,10312,1,No,3,4,1,40,3,2,40,10,15,6
56,Travel_Frequently,Sales,6,3,3,Female,4,Sales Executive,Married,13212,9,No,3,4,3,36,0,2,7,7,7,7
23,Travel_Rarely,Research & Development,1,2,4,Male,3,Research Scientist,Married,1223,1,No,4,4,1,1,2,3,1,0,0,1
42,Travel_Rarely,Research & Development,1,2,4,Female,2,Manufacturing Director,Married,6062,9,Yes,3,4,1,8,4,3,4,3,0,2
27,Non-Travel,Research & Development,3,3,4,Male,3,Research Scientist,Married,1706,1,No,3,3,3,0,6,2,0,0,0,0
27,Travel_Frequently,Research & Development,1,1,3,Male,2,Manufacturing Director,Married,4298,5,No,3,3,1,6,1,3,2,2,2,0
45,Travel_Rarely,Research & Development,1,4,1,Male,3,Healthcare Representative,Divorced,7441,1,No,3,1,3,10,4,3,10,8,7,7
51,Travel_Frequently,Sales,2,3,2,Male,3,Sales Executive,Married,10596,2,No,3,2,0,14,5,3,4,2,3,2
18,Non-Travel,Research & Development,14,3,2,Female,3,Research Scientist,Single,1514,1,No,3,3,0,0,4,1,0,0,0,0
32,Travel_Rarely,Research & Development,10,3,3,Male,3,Manager,Single,11244,2,No,4,2,0,10,5,4,5,2,0,0
42,Travel_Rarely,Research & Development,9,2,4,Male,2,Manager,Single,19613,8,No,4,4,0,24,2,3,1,0,0,1
30,Travel_Rarely,Research & Development,6,3,1,Female,2,Laboratory Technician,Married,4627,0,No,3,1,1,10,6,3,9,2,6,7
52,Travel_Rarely,Research & Development,2,3,3,Female,2,Laboratory Technician,Single,3212,7,No,3,2,0,6,3,2,2,2,2,2
36,Travel_Frequently,Sales,3,4,1,Male,2,Sales Executive,Married,9699,4,No,3,1,1,16,2,3,13,9,1,12
26,Travel_Rarely,Research & Development,3,4,1,Male,4,Laboratory Technician,Married,4420,1,No,4,2,1,8,2,3,8,7,0,7
53,Travel_Rarely,Research & Development,24,4,2,Male,4,Healthcare Representative,Married,7005,3,No,3,3,0,11,2,3,4,3,1,2
45,Travel_Rarely,Research & Development,29,3,3,Male,3,Research Scientist,Single,3452,5,No,3,2,0,9,2,2,6,5,0,3
37,Travel_Rarely,Sales,1,4,1,Male,2,Sales Executive,Married,10609,5,No,3,3,0,17,2,1,14,1,11,7
50,Travel_Rarely,Research & Development,17,5,4,Female,2,Research Director,Divorced,13269,5,No,3,3,3,19,3,3,14,11,1,11
34,Travel_Rarely,Research & Development,1,4,2,Male,3,Research Scientist,Married,5484,9,No,3,2,1,9,3,2,2,2,2,1
37,Travel_Rarely,Human Resources,8,2,3,Male,3,Human Resources,Divorced,4071,2,No,3,3,0,19,4,2,10,0,4,7
35,Travel_Rarely,Sales,1,3,1,Female,3,Sales Executive,Single,4859,1,No,3,4,0,5,3,3,5,4,0,3
39,Travel_Rarely,Sales,4,4,4,Female,2,Sales Executive,Married,5902,4,No,3,3,1,17,1,4,15,11,5,9
38,Travel_Frequently,Research & Development,10,1,3,Male,3,Research Scientist,Married,2684,0,No,3,2,1,3,0,2,2,1,0,2
29,Travel_Rarely,Research & Development,7,1,1,Female,2,Laboratory Technician,Divorced,2532,6,No,3,3,3,8,5,3,4,3,0,3
37,Travel_Rarely,Sales,6,4,3,Male,3,Sales Executive,Married,6502,4,No,3,2,1,7,5,4,5,4,0,1
20,Travel_Frequently,Research & Development,6,3,4,Female,2,Laboratory Technician,Single,2926,1,Yes,3,2,0,1,5,3,1,0,1,0
29,Travel_Rarely,Research & Development,18,1,3,Male,2,Research Scientist,Single,2389,1,Yes,3,3,0,4,3,2,4,3,0,1
50,Travel_Frequently,Sales,1,4,4,Male,3,Sales Executive,Single,4728,3,Yes,3,4,0,5,4,3,0,0,0,0
43,Travel_Rarely,Research & Development,27,3,4,Male,4,Laboratory Technician,Divorced,4876,5,No,3,3,1,8,0,3,6,4,0,2
39,Travel_Rarely,Research & Development,10,1,3,Male,3,Manager,Married,17068,1,Yes,3,4,0,21,3,3,21,9,11,10
36,Travel_Rarely,Research & Development,10,4,4,Female,3,Healthcare Representative,Married,7094,3,No,3,1,0,10,0,3,7,7,1,7
38,Travel_Rarely,Research & Development,2,5,4,Male,3,Research Scientist,Married,3057,6,Yes,3,2,1,6,0,1,1,0,0,1
36,Travel_Rarely,Research & Development,14,1,3,Male,3,Healthcare Representative,Married,6586,0,Yes,3,1,1,17,2,2,16,8,4,11
30,Travel_Rarely,Research & Development,5,3,4,Female,3,Research Scientist,Divorced,3204,5,No,3,4,1,8,3,3,3,2,2,2
28,Travel_Rarely,Research & Development,9,3,3,Female,3,Research Scientist,Divorced,2377,5,No,3,2,1,6,2,3,2,2,2,2
36,Travel_Rarely,Research & Development,2,4,4,Female,3,Research Scientist,Married,6962,4,Yes,4,4,1,15,2,3,1,0,0,0
58,Travel_Frequently,Research & Development,2,1,4,Male,2,Laboratory Technician,Divorced,2380,9,Yes,3,4,1,3,3,2,1,0,0,0
50,Travel_Rarely,Research & Development,2,3,3,Male,3,Research Director,Married,17639,5,No,3,4,0,30,3,3,4,3,0,3
28,Travel_Rarely,Research & Development,8,2,4,Female,3,Research Scientist,Single,3310,1,No,4,4,0,5,3,3,5,3,0,2
45,Non-Travel,Sales,2,4,3,Female,3,Sales Executive,Married,5154,4,No,4,2,2,10,3,4,8,7,5,7
53,Non-Travel,Research & Development,1,4,1,Female,2,Manufacturing Director,Married,12965,4,Yes,4,4,3,27,2,2,3,2,0,2
30,Travel_Rarely,Research & Development,16,3,3,Male,4,Healthcare Representative,Married,5294,3,No,3,3,1,10,3,3,7,0,1,7
37,Travel_Rarely,Sales,10,4,4,Female,2,Sales Executive,Divorced,6694,2,Yes,3,3,3,8,5,3,1,0,0,0
29,Travel_Rarely,Research & Development,21,4,2,Female,4,Manufacturing Director,Divorced,9980,1,No,3,3,1,10,1,3,10,9,8,8
28,Travel_Rarely,Research & Development,29,1,3,Male,1,Manufacturing Director,Married,6549,1,No,3,2,2,8,2,2,8,6,1,7
30,Travel_Rarely,Research & Development,10,3,1,Female,3,Manufacturing Director,Single,9667,9,No,3,2,0,9,3,3,7,7,0,2
43,Travel_Rarely,Research & Development,2,2,4,Female,4,Research Scientist,Divorced,2645,1,No,3,4,2,6,3,2,5,3,1,4
29,Travel_Rarely,Research & Development,15,1,2,Female,1,Research Scientist,Married,2168,0,Yes,3,1,1,6,2,2,5,4,1,3
38,Travel_Rarely,Research & Development,10,3,2,Female,1,Research Director,Married,13206,3,No,3,1,1,20,3,3,18,16,1,11
36,Travel_Rarely,Sales,16,4,3,Female,2,Sales Executive,Married,5647,4,No,3,1,2,11,3,2,3,2,0,2
30,Travel_Frequently,Research & Development,4,3,3,Male,3,Research Scientist,Single,2285,9,Yes,4,3,0,3,4,3,1,0,0,0
40,Travel_Rarely,Sales,2,2,2,Female,3,Sales Executive,Married,5677,3,No,3,3,1,15,4,3,11,8,5,10
52,Travel_Frequently,Research & Development,28,2,4,Female,4,Manufacturing Director,Married,13247,2,Yes,3,2,1,24,3,2,5,3,0,2
55,Travel_Rarely,Research & Development,14,4,3,Male,4,Research Director,Single,18722,8,No,3,4,0,36,3,3,24,15,2,15
40,Travel_Rarely,Research & Development,2,1,2,Female,4,Healthcare Representative,Divorced,6377,5,No,4,2,3,15,0,3,12,11,11,8
34,Travel_Rarely,Research & Development,10,3,2,Male,3,Laboratory Technician,Divorced,2008,1,No,3,2,2,1,3,3,1,0,1,0
25,Travel_Rarely,Research & Development,3,3,1,Male,3,Laboratory Technician,Married,4031,5,No,3,3,1,6,5,3,2,2,0,2
53,Travel_Rarely,Research & Development,7,2,4,Female,3,Manager,Divorced,18606,3,No,3,2,1,26,6,3,7,7,4,7
31,Travel_Rarely,Sales,6,4,2,Male,1,Sales Executive,Married,6172,4,Yes,3,2,0,12,3,2,7,7,7,7
34,Travel_Rarely,Sales,24,4,1,Female,2,Sales Executive,Single,4599,0,Yes,4,3,0,16,2,4,15,9,10,10
37,Travel_Rarely,Sales,16,4,4,Male,2,Sales Executive,Divorced,6334,4,No,3,4,2,9,2,3,1,0,0,0
42,Travel_Rarely,Sales,14,2,3,Female,2,Sales Executive,Single,6244,7,No,3,1,0,10,6,3,5,4,0,3
32,Travel_Frequently,Sales,5,2,2,Male,3,Sales Executive,Married,6524,1,No,3,4,1,10,3,3,10,8,5,3
28,Travel_Frequently,Sales,7,3,3,Male,3,Sales Executive,Single,4898,0,No,3,4,0,5,5,3,4,2,1,3
55,Travel_Rarely,Research & Development,20,2,2,Male,3,Laboratory Technician,Married,5415,3,Yes,3,4,1,12,4,3,10,7,0,8
40,Travel_Rarely,Research & Development,16,3,3,Female,3,Manufacturing Director,Single,7945,6,Yes,3,4,0,18,2,2,4,2,3,3
37,Travel_Rarely,Research & Development,11,2,1,Female,1,Healthcare Representative,Married,4777,5,No,3,1,0,15,2,1,1,0,0,0
24,Travel_Frequently,Sales,24,3,4,Male,3,Sales Representative,Married,2400,0,No,3,3,2,3,3,3,2,2,2,1
33,Travel_Rarely,Research & Development,14,3,3,Male,3,Laboratory Technician,Married,2436,5,Yes,3,3,1,8,2,1,5,4,0,4
55,Travel_Rarely,Research & Development,1,3,4,Male,3,Manager,Single,19045,0,Yes,3,3,0,37,2,3,36,10,4,13
25,Travel_Rarely,Sales,10,4,3,Male,3,Sales Executive,Single,4950,0,No,3,2,0,5,4,3,4,3,1,1
29,Travel_Rarely,Research & Development,3,1,2,Male,3,Laboratory Technician,Single,4723,1,Yes,3,4,0,10,3,3,10,9,1,5
31,Non-Travel,Research & Development,3,2,3,Male,3,Research Scientist,Divorced,3065,1,Yes,3,4,1,4,3,4,4,2,2,3
50,Travel_Frequently,Sales,1,4,2,Male,3,Sales Executive,Divorced,6728,7,No,3,4,2,12,3,3,6,3,0,1
50,Travel_Rarely,Research & Development,10,3,4,Male,2,Healthcare Representative,Single,10496,6,No,3,4,0,20,2,3,4,3,1,3
40,Travel_Rarely,Research & Development,10,4,4,Female,4,Laboratory Technician,Married,2213,3,Yes,3,3,1,10,3,3,7,7,1,7
35,Travel_Rarely,Research & Development,4,2,3,Male,3,Laboratory Technician,Divorced,1951,1,No,3,3,1,1,3,3,1,0,0,0
30,Travel_Rarely,Research & Development,24,1,4,Male,3,Laboratory Technician,Divorced,2693,1,No,4,2,1,1,2,3,1,0,0,0
37,Travel_Frequently,Research & Development,10,3,1,Male,3,Manufacturing Director,Divorced,10048,6,No,3,2,2,17,5,3,1,0,0,0
36,Travel_Rarely,Research & Development,5,2,4,Male,3,Laboratory Technician,Single,5914,8,No,3,4,0,16,3,4,13,11,3,7
27,Travel_Frequently,Sales,20,3,4,Female,3,Sales Executive,Single,9981,1,No,3,4,0,7,2,3,7,7,0,7
35,Travel_Rarely,Sales,1,3,2,Male,3,Sales Executive,Married,4717,9,No,3,3,0,15,2,3,11,9,6,9
29,Travel_Rarely,Research & Development,1,2,2,Female,2,Laboratory Technician,Married,2319,1,Yes,3,4,1,1,1,3,1,0,0,0
35,Travel_Rarely,Research & Development,5,4,3,Male,3,Manufacturing Director,Single,8095,0,No,3,4,0,17,5,3,16,6,0,13
31,Travel_Rarely,Human Resources,8,2,4,Female,4,Human Resources,Single,2109,9,No,3,4,0,8,3,3,3,2,0,2
34,Travel_Rarely,Research & Development,8,5,2,Female,3,Manufacturing Director,Divorced,5121,3,No,3,3,1,7,3,3,0,0,0,0
25,Travel_Rarely,Human Resources,2,3,3,Female,3,Human Resources,Married,2187,4,No,3,3,0,6,3,3,2,0,1,2
55,Travel_Rarely,Research & Development,2,2,4,Female,1,Manager,Married,19187,4,No,3,4,1,23,5,3,19,9,9,11
27,Travel_Rarely,Research & Development,1,2,4,Male,3,Laboratory Technician,Divorced,3816,1,No,3,2,1,5,2,3,5,2,0,4
28,Travel_Rarely,Research & Development,5,4,3,Male,3,Laboratory Technician,Single,3441,1,Yes,3,3,0,2,3,2,2,2,2,2
56,Travel_Rarely,Research & Development,4,4,4,Female,3,Manager,Divorced,19943,4,No,3,4,1,28,2,3,5,2,4,2
30,Travel_Frequently,Research & Development,2,4,4,Female,2,Research Scientist,Single,4968,0,No,3,4,0,10,2,3,9,7,0,7
40,Travel_Frequently,Sales,5,4,4,Male,2,Sales Executive,Married,10475,5,Yes,4,3,1,20,2,3,18,13,1,12
34,Travel_Rarely,Sales,21,4,4,Male,4,Sales Executive,Single,5337,1,No,3,4,0,10,3,3,10,7,5,7
28,Travel_Rarely,Research & Development,17,3,3,Male,2,Laboratory Technician,Divorced,2367,5,No,3,1,1,6,2,2,4,1,0,3
34,Travel_Rarely,Sales,28,3,4,Female,2,Sales Executive,Married,6712,1,No,4,4,2,8,2,3,8,7,1,7
25,Travel_Rarely,Sales,19,2,3,Male,2,Sales Representative,Married,2413,1,Yes,3,3,3,1,2,3,1,0,0,0
29,Travel_Frequently,Research & Development,14,1,3,Female,3,Healthcare Representative,Single,7553,0,Yes,3,1,0,9,1,3,8,7,7,7
44,Travel_Rarely,Research & Development,2,3,3,Female,4,Healthcare Representative,Married,7879,1,Yes,3,2,1,9,2,3,8,7,6,7
50,Travel_Frequently,Human Resources,3,3,1,Male,3,Manager,Married,18200,1,No,3,3,1,32,2,3,32,5,10,7
51,Travel_Rarely,Sales,21,4,3,Male,3,Sales Executive,Single,5441,0,Yes,4,4,0,11,2,1,10,7,1,0
30,Travel_Rarely,Sales,5,3,4,Female,2,Sales Executive,Divorced,6118,1,No,3,3,3,10,2,3,10,9,1,2
35,Travel_Rarely,Research & Development,22,3,4,Male,1,Laboratory Technician,Single,4230,0,No,3,3,0,6,2,3,5,4,4,3
42,Travel_Rarely,Sales,1,1,2,Male,3,Sales Executive,Married,4907,1,No,4,3,0,20,3,3,20,16,11,6
48,Travel_Rarely,Research & Development,15,4,3,Female,3,Research Scientist,Married,2367,8,No,3,4,1,10,3,2,8,2,7,6
29,Travel_Rarely,Research & Development,19,3,4,Male,3,Manufacturing Director,Divorced,4262,4,No,3,2,2,8,2,4,3,2,1,2
40,Travel_Rarely,Sales,4,4,3,Male,2,Sales Executive,Married,10855,7,No,3,1,1,15,2,2,12,11,2,11
45,Travel_Rarely,Sales,2,2,2,Male,1,Sales Representative,Single,6632,0,No,3,1,0,9,3,3,8,7,3,1
45,Travel_Rarely,Research & Development,9,3,2,Male,3,Laboratory Technician,Divorced,2348,8,No,3,3,1,20,2,1,17,9,0,15
24,Travel_Frequently,Human Resources,10,3,1,Male,3,Human Resources,Married,2145,0,No,3,4,1,3,2,3,2,2,2,1
37,Travel_Rarely,Sales,9,2,2,Male,2,Sales Executive,Married,4189,1,No,3,1,2,5,2,3,5,2,0,3
34,Travel_Rarely,Research & Development,9,3,4,Female,2,Healthcare Representative,Single,8621,1,No,3,2,0,9,3,4,8,7,7,7
46,Travel_Rarely,Research & Development,2,4,3,Male,3,Research Director,Divorced,19328,7,Yes,3,3,1,24,3,3,2,1,2,2
34,Travel_Frequently,Research & Development,1,4,4,Male,3,Research Scientist,Divorced,2996,5,No,3,3,2,10,2,3,4,3,1,3
47,Travel_Rarely,Research & Development,2,2,1,Female,3,Manufacturing Director,Divorced,5070,5,No,3,3,3,20,2,3,5,0,0,4
24,Travel_Rarely,Research & Development,17,2,4,Male,2,Laboratory Technician,Married,2127,1,No,4,4,1,1,2,3,1,0,0,0
27,Travel_Rarely,Sales,23,1,2,Female,2,Sales Representative,Married,3540,1,No,4,4,1,9,5,3,9,8,5,8
35,Travel_Rarely,Sales,28,4,2,Female,2,Sales Representative,Married,2430,0,No,4,1,2,6,5,3,5,3,4,2
35,Travel_Rarely,Human Resources,8,4,3,Male,3,Human Resources,Single,4323,1,No,3,2,0,6,2,1,5,4,1,4
33,Travel_Rarely,Research & Development,1,3,2,Female,2,Healthcare Representative,Single,6949,0,No,3,1,0,6,3,3,5,0,1,4
31,Travel_Frequently,Sales,2,4,4,Male,3,Sales Executive,Single,5332,7,No,3,4,0,10,3,3,5,2,0,3
33,Travel_Frequently,Research & Development,5,4,4,Female,3,Manager,Married,11878,6,No,3,2,2,12,2,3,10,6,8,8
38,Travel_Rarely,Research & Development,6,2,4,Female,2,Laboratory Technician,Married,3702,1,No,3,2,1,5,3,3,5,4,0,4
29,Travel_Rarely,Research & Development,25,5,3,Female,2,Research Scientist,Married,2546,5,No,3,2,0,6,2,4,2,2,1,1
27,Travel_Rarely,Sales,2,2,1,Female,4,Sales Executive,Single,6500,0,No,3,2,0,9,5,2,8,7,0,7
42,Travel_Rarely,Human Resources,2,1,3,Male,3,Human Resources,Divorced,2696,0,Yes,3,3,1,4,5,3,3,2,1,0
45,Travel_Rarely,Research & Development,25,2,2,Female,2,Manufacturing Director,Married,5906,0,No,3,4,2,10,2,2,9,8,3,8
28,Travel_Rarely,Research & Development,3,3,4,Female,3,Manufacturing Director,Divorced,7655,0,No,3,2,3,10,3,2,9,7,1,7
32,Travel_Rarely,Research & Development,5,4,4,Male,2,Manufacturing Director,Single,9679,8,No,4,2,0,8,1,3,1,0,0,0
55,Travel_Rarely,Research & Development,2,3,3,Male,2,Research Director,Married,19038,8,No,3,2,3,34,2,3,1,0,0,0
54,Travel_Rarely,Research & Development,5,2,1,Male,3,Research Director,Married,19406,4,No,3,3,1,24,4,2,4,2,1,2
44,Non-Travel,Research & Development,17,3,4,Male,1,Research Scientist,Single,2290,2,No,3,4,0,6,3,3,0,0,0,0
42,Travel_Frequently,Research & Development,26,5,1,Female,3,Research Director,Married,13191,3,Yes,3,3,0,20,6,3,1,0,0,0
31,Travel_Rarely,Research & Development,1,4,3,Male,3,Research Scientist,Single,2501,1,No,3,2,0,1,4,3,1,1,1,0
33,Travel_Frequently,Research & Development,3,4,4,Female,3,Research Scientist,Married,2909,1,Yes,3,3,0,8,3,3,8,7,3,0
32,Travel_Rarely,Research & Development,6,5,3,Male,3,Research Scientist,Single,3038,3,No,4,1,0,8,2,3,5,4,1,4
47,Travel_Rarely,Sales,14,4,4,Male,3,Sales Executive,Single,4960,2,No,3,4,0,20,2,3,7,7,1,7
34,Travel_Rarely,Research & Development,3,3,4,Female,3,Research Scientist,Divorced,5433,1,No,3,3,1,11,2,3,11,8,7,9
29,Travel_Rarely,Sales,5,3,1,Male,2,Sales Executive,Divorced,4187,1,Yes,3,2,1,10,3,2,10,0,0,9
39,Travel_Rarely,Research & Development,12,3,4,Male,3,Manufacturing Director,Married,5295,4,No,4,3,0,7,3,3,5,4,1,0
45,Travel_Rarely,Sales,9,3,4,Male,3,Sales Executive,Divorced,10761,4,Yes,3,3,1,18,2,3,5,4,0,2
46,Travel_Rarely,Research & Development,1,4,4,Male,3,Healthcare Representative,Divorced,9396,7,No,3,3,1,17,3,3,4,2,0,3
21,Travel_Rarely,Sales,7,1,2,Male,3,Sales Representative,Single,2679,1,No,3,2,0,1,3,3,1,0,1,0
31,Non-Travel,Sales,20,2,4,Female,3,Sales Executive,Married,6932,1,No,3,4,1,9,2,2,9,8,0,0
26,Travel_Rarely,Research & Development,2,1,1,Male,2,Research Scientist,Single,3904,0,No,3,4,0,5,2,3,4,3,1,1
44,Non-Travel,Research & Development,23,3,2,Male,3,Laboratory Technician,Married,2042,4,No,3,3,1,17,3,4,3,2,1,2
43,Travel_Rarely,Sales,25,3,3,Male,2,Sales Executive,Divorced,10798,5,No,3,3,1,18,5,3,1,0,0,0
50,Travel_Frequently,Sales,8,2,2,Male,3,Sales Executive,Married,6796,3,Yes,3,1,1,18,4,3,4,3,1,3
30,Travel_Rarely,Research & Development,1,1,4,Male,2,Laboratory Technician,Married,5126,1,Yes,3,3,2,10,1,2,10,8,3,0
29,Travel_Rarely,Sales,19,3,3,Male,2,Sales Executive,Divorced,8620,1,No,3,3,2,10,3,3,10,7,0,4
20,Travel_Rarely,Sales,21,3,3,Male,4,Sales Representative,Single,2678,1,No,3,4,0,2,2,3,2,1,2,2
23,Travel_Rarely,Research & Development,12,2,4,Male,3,Laboratory Technician,Single,2647,1,No,3,3,0,5,6,4,5,2,1,4
27,Travel_Rarely,Research & Development,5,1,3,Male,2,Research Director,Divorced,12808,1,Yes,3,2,1,9,3,3,9,8,0,8
32,Non-Travel,Sales,11,4,4,Male,4,Sales Executive,Married,4707,8,No,3,4,0,6,2,3,4,2,1,2
54,Travel_Rarely,Research & Development,9,2,1,Female,3,Research Scientist,Married,2897,3,No,3,3,2,9,6,2,4,3,2,3
34,Travel_Rarely,Sales,1,4,2,Male,4,Sales Executive,Divorced,9725,0,No,3,4,1,16,2,2,15,1,0,9
25,Travel_Rarely,Sales,9,2,1,Male,2,Sales Representative,Married,4400,3,No,3,1,0,6,2,3,3,2,2,2
24,Non-Travel,Research & Development,4,1,1,Male,2,Laboratory Technician,Married,3162,0,No,3,4,0,6,2,2,5,2,3,4
27,Travel_Rarely,Research & Development,2,4,2,Male,3,Research Scientist,Married,2226,1,No,3,3,1,6,3,2,5,3,1,2
33,Non-Travel,Sales,17,3,4,Male,3,Manager,Single,17444,1,No,3,4,0,10,2,3,10,8,6,0
30,Non-Travel,Research & Development,2,3,3,Female,3,Laboratory Technician,Single,2564,0,No,3,3,0,12,2,2,11,7,6,7
28,Travel_Rarely,Sales,26,3,3,Male,2,Sales Executive,Married,4724,1,No,3,3,1,5,0,3,5,3,0,4
43,Travel_Frequently,Research & Development,10,4,3,Female,3,Laboratory Technician,Single,2455,0,No,3,1,0,9,5,3,8,7,1,7
28,Travel_Frequently,Sales,1,2,3,Male,2,Sales Executive,Married,6834,1,Yes,3,3,1,7,2,3,7,7,0,7
30,Non-Travel,Sales,22,4,3,Female,3,Sales Executive,Married,8412,0,No,3,3,0,10,3,3,9,8,7,8
35,Travel_Rarely,Sales,7,4,3,Female,3,Sales Executive,Married,5204,1,Yes,3,4,0,10,2,3,10,8,0,9
33,Travel_Rarely,Research & Development,4,4,3,Female,2,Research Scientist,Married,2622,6,No,4,4,0,7,3,3,3,2,1,1
33,Travel_Rarely,Research & Development,5,3,4,Male,2,Healthcare Representative,Divorced,7119,4,No,3,3,1,9,2,3,3,2,1,2
32,Travel_Rarely,Sales,8,3,3,Male,4,Sales Executive,Married,6209,1,No,3,3,2,10,4,4,10,7,0,8
41,Travel_Rarely,Research & Development,6,3,4,Male,2,Manufacturing Director,Single,6032,6,Yes,3,4,0,8,3,3,5,4,1,2
38,Travel_Rarely,Sales,14,3,3,Male,3,Sales Executive,Married,9924,0,No,3,4,1,10,3,3,9,8,7,7
22,Travel_Rarely,Research & Development,8,1,3,Female,3,Laboratory Technician,Married,2398,1,Yes,3,3,0,1,6,3,1,0,0,0
49,Travel_Rarely,Research & Development,22,4,1,Female,3,Research Director,Married,16413,3,No,3,2,2,27,2,3,4,2,1,2
31,Travel_Rarely,Research & Development,11,2,3,Male,3,Healthcare Representative,Married,6833,1,Yes,3,4,0,6,2,2,6,5,0,1
30,Travel_Rarely,Sales,15,2,3,Male,2,Sales Executive,Divorced,7140,2,No,3,1,1,12,2,3,7,7,1,7
42,Travel_Rarely,Research & Development,2,2,4,Male,3,Manager,Married,17665,0,No,3,4,1,23,3,3,22,6,13,7
29,Travel_Rarely,Research & Development,8,1,3,Female,1,Healthcare Representative,Married,9715,3,No,3,3,1,9,3,3,7,7,0,7
37,Non-Travel,Sales,19,2,1,Male,3,Sales Executive,Single,7642,1,Yes,3,4,0,10,2,3,10,0,0,9
44,Non-Travel,Research & Development,5,3,3,Male,2,Laboratory Technician,Single,3162,3,No,3,4,0,7,5,3,5,2,0,3
35,Travel_Frequently,Sales,1,3,3,Female,3,Sales Executive,Single,8789,1,No,3,1,0,10,3,4,10,7,0,8
44,Non-Travel,Research & Development,24,3,1,Male,1,Laboratory Technician,Single,3708,2,No,3,3,0,9,5,3,5,2,1,4
29,Travel_Frequently,Sales,24,3,3,Male,4,Sales Representative,Single,1091,1,No,3,4,0,1,3,3,1,0,0,0
25,Travel_Rarely,Sales,8,3,4,Male,4,Sales Executive,Married,4851,0,No,4,3,1,4,4,3,3,2,1,2
30,Travel_Rarely,Sales,9,3,2,Male,3,Sales Representative,Single,1081,1,No,3,3,0,1,3,2,1,0,0,0
33,Non-Travel,Sales,16,3,3,Female,3,Sales Executive,Divorced,5368,1,Yes,4,3,1,7,2,3,6,5,1,2
34,Travel_Rarely,Research & Development,9,3,4,Male,3,Healthcare Representative,Divorced,8500,0,No,3,4,1,10,0,2,9,7,1,6
50,Travel_Frequently,Research & Development,20,5,2,Male,3,Healthcare Representative,Married,11245,2,Yes,3,3,1,32,3,3,30,8,12,13
48,Travel_Rarely,Sales,2,5,2,Female,3,Sales Executive,Married,4051,2,No,3,1,1,14,2,3,9,7,6,7
27,Travel_Rarely,Research & Development,11,1,2,Male,3,Laboratory Technician,Married,2099,0,No,3,2,0,6,3,4,5,0,1,4
35,Travel_Rarely,Sales,4,3,4,Male,3,Sales Executive,Single,9582,0,Yes,4,1,0,9,2,3,8,7,4,7
42,Travel_Rarely,Research & Development,2,3,1,Male,3,Manager,Married,18880,5,No,3,1,0,24,2,2,22,6,4,14
55,Travel_Rarely,Research & Development,22,3,1,Male,2,Research Scientist,Divorced,3537,5,No,3,4,1,8,1,3,4,2,1,2
28,Travel_Rarely,Sales,10,1,4,Male,3,Sales Representative,Married,1052,1,No,4,2,0,1,5,3,1,0,0,0
50,Travel_Rarely,Research & Development,4,1,1,Male,3,Research Director,Divorced,19144,3,No,3,1,2,28,4,2,10,4,1,6
33,Travel_Rarely,Sales,16,3,1,Female,3,Sales Executive,Single,8564,2,Yes,4,3,0,11,2,2,0,0,0,0
28,Travel_Rarely,Research & Development,21,3,3,Male,3,Research Scientist,Married,2713,1,No,3,3,1,5,2,1,5,2,0,2
44,Travel_Rarely,Research & Development,1,3,2,Male,3,Research Scientist,Single,2436,6,Yes,3,3,0,6,2,3,4,3,1,2
31,Travel_Frequently,Research & Development,1,5,3,Female,4,Manufacturing Director,Single,7446,1,No,3,1,0,10,2,3,10,8,4,7
35,Travel_Rarely,Research & Development,27,4,4,Male,3,Manufacturing Director,Married,6883,2,No,3,2,1,17,3,3,7,7,0,7
41,Travel_Rarely,Sales,2,5,2,Female,3,Manager,Married,16595,7,No,3,2,1,22,2,3,18,16,11,8
44,Travel_Rarely,Research & Development,9,2,2,Male,3,Research Scientist,Married,2559,1,Yes,3,4,0,8,0,3,8,7,7,1
47,Non-Travel,Research & Development,1,1,3,Female,3,Research Director,Married,11957,0,No,3,1,2,14,3,1,13,8,5,12
36,Travel_Rarely,Sales,2,4,3,Female,3,Sales Representative,Single,4502,3,No,3,3,0,17,2,2,13,7,6,7
31,Travel_Frequently,Sales,1,4,2,Female,1,Sales Representative,Single,1359,1,No,3,2,0,1,3,3,1,0,0,0
31,Travel_Rarely,Sales,6,4,1,Male,4,Sales Executive,Divorced,5460,4,No,4,4,2,13,4,4,7,7,5,7
36,Travel_Rarely,Research & Development,2,4,3,Male,3,Laboratory Technician,Single,2519,4,No,4,3,0,16,6,3,11,8,3,9
32,Travel_Rarely,Research & Development,1,3,4,Male,2,Laboratory Technician,Single,3730,0,Yes,3,4,0,4,2,1,3,2,1,2
35,Travel_Frequently,Research & Development,2,4,1,Male,2,Research Scientist,Single,4930,0,Yes,3,3,0,6,2,4,5,4,1,4
45,Travel_Frequently,Research & Development,7,4,1,Male,4,Manufacturing Director,Married,6434,4,No,3,4,1,9,1,3,3,2,0,2
